Cas;Skutecna_Spotreba_kWh;Skutecny_AC_Vystup_kWh;Unnamed: 3;Celkovy_Vykon_Panelu_W;Cista_Vyroba_Panelu_kWh;Aktualni_AC_Vystup_W;Vykon_Baterie_W;Baterie_SOC_%;Cena_CZK_kWh;Predpoved_FS_kWh;Predpoved_PVCZ_kWh;Predpoved_Prumer_kWh;Doporucena_Akce;AC_vyroba_Dnes_kWh;Spotreba_Celkem_kWh;Akce_PuLP;Duvod_PuLP;Import_5min_kWh;Export_5min_kWh;Aktualni_import/export_W;Denni_Import_kWh;Denni_Export_kWh;Export_Celkem_kWh
2026-03-31 05:05:00;0,01;;;;;;;;;;;;;;10586,13;;;;;;;;
2026-03-31 05:10:00;0,02;;;;;;;;;;;;;;10586,15;;;;;;;;
2026-03-31 05:15:00;0,02;;;;;;;;;;;;;;10586,17;;;;;;;;
2026-03-31 05:20:00;0,01;;;;;;;;;;;;;;10586,18;;;;;;;;
2026-03-31 05:25:00;0,03;;;;;;;;;;;;;;10586,21;;;;;;;;
2026-03-31 05:30:00;0,01;;;;;;;;;;;;;;10586,22;;;;;;;;
2026-03-31 05:35:00;0,01;;;;;;;;;;;;;;10586,23;;;;;;;;
2026-03-31 05:40:00;0,01;;;;;;;;;;;;;;10586,24;;;;;;;;
2026-03-31 05:45:00;0,01;;;;;;;;;;;;;;10586,25;;;;;;;;
2026-03-31 05:50:00;0,03;;;;;;;;;;;;;;10586,28;;;;;;;;
2026-03-31 05:55:00;0,02;;;;;;;;;;;;;;10586,3;;;;;;;;
2026-03-31 06:00:00;0,02;;;;;;;;;;;;;;10586,32;;;;;;;;
2026-03-31 06:05:00;0,01;;;;;;;;;;;;;;10586,33;;;;;;;;
2026-03-31 06:10:00;0,02;;;;;;;;;;;;;;10586,35;;;;;;;;
2026-03-31 06:15:00;0,01;;;;;;;;;;;;;;10586,36;;;;;;;;
2026-03-31 06:20:00;0,01;;;;;;;;;;;;;;10586,37;;;;;;;;
2026-03-31 06:25:00;0,02;;;;;;;;;;;;;;10586,39;;;;;;;;
2026-03-31 06:30:00;0,02;;;;;;;;;;;;;;10586,41;;;;;;;;
2026-03-31 06:35:00;0,01;;;;;;;;;;;;;;10586,42;;;;;;;;
2026-03-31 06:40:00;0,03;;;;;;;;;;;;;;10586,45;;;;;;;;
2026-03-31 06:45:00;0,02;;;;;;;;;;;;;;10586,47;;;;;;;;
2026-03-31 06:50:00;0,02;;;;;;;;;;;;;;10586,49;;;;;;;;
2026-03-31 06:55:00;0,02;;;;;;;;;;;;;;10586,51;;;;;;;;
2026-03-31 07:00:00;0,01;;;;;;;;;;;;;;10586,52;;;;;;;;
2026-03-31 07:05:00;0,02;;;;;;;;;;;;;;10586,54;;;;;;;;
2026-03-31 07:10:00;0,01;;;;;;;;;;;;;;10586,55;;;;;;;;
2026-03-31 07:15:00;0,01;;;;;;;;;;;;;;10586,56;;;;;;;;
2026-03-31 07:20:00;0,01;;;;;;;;;;;;;;10586,57;;;;;;;;
2026-03-31 07:25:00;0,01;;;;;;;;;;;;;;10586,58;;;;;;;;
2026-03-31 07:30:00;0,01;;;;;;;;;;;;;;10586,59;;;;;;;;
2026-03-31 07:35:00;0,0;;;;;;;;;;;;;;10586,59;;;;;;;;
2026-03-31 07:40:00;0,01;;;;;;;;;;;;;;10586,6;;;;;;;;
2026-03-31 07:45:00;0,03;;;;;;;;;;;;;;10586,63;;;;;;;;
2026-03-31 07:50:00;0,41;;;;;;;;;;;;;;10587,04;;;;;;;;
2026-03-31 07:55:00;0,15;;;;;;;;;;;;;;10587,19;;;;;;;;
2026-03-31 08:00:00;0,09;;;;;;;;;;;;;;10587,28;;;;;;;;
2026-03-31 08:05:00;0,08;;;;;;;;;;;;;;10587,36;;;;;;;;
2026-03-31 08:10:00;0,07;;;;;;;;;;;;;;10587,43;;;;;;;;
2026-03-31 08:15:00;0,11;;;;;;;;;;;;;;10587,54;;;;;;;;
2026-03-31 08:20:00;0,01;;;;;;;;;;;;;;10587,55;;;;;;;;
2026-03-31 08:25:00;0,0;;;;;;;;;;;;;;10587,55;;;;;;;;
2026-03-31 08:30:00;0,0;;;;;;;;;;;;;;10587,55;;;;;;;;
2026-03-31 08:35:00;0,01;;;;;;;;;;;;;;10587,56;;;;;;;;
2026-03-31 08:40:00;0,0;;;;;;;;;;;;;;10587,56;;;;;;;;
2026-03-31 08:45:00;0,0;;;;;;;;;;;;;;10587,56;;;;;;;;
2026-03-31 08:50:00;0,12;;;;;;;;;;;;;;10587,68;;;;;;;;
2026-03-31 08:55:00;0,01;;;;;;;;;;;;;;10587,69;;;;;;;;
2026-03-31 09:00:00;0,0;;;;;;;;;;;;;;10587,69;;;;;;;;
2026-03-31 09:05:00;0,0;;;;;;;;;;;;;;10587,69;;;;;;;;
2026-03-31 09:10:00;0,01;;;;;;;;;;;;;;10587,7;;;;;;;;
2026-03-31 09:15:00;0,0;;;;;;;;;;;;;;10587,7;;;;;;;;
2026-03-31 09:20:00;0,0;;;;;;;;;;;;;;10587,7;;;;;;;;
2026-03-31 09:25:00;0,0;;;;;;;;;;;;;;10587,7;;;;;;;;
2026-03-31 09:30:00;0,0;;;;;;;;;;;;;;10587,7;;;;;;;;
2026-03-31 09:35:00;0,0;;;;;;;;;;;;;;10587,7;;;;;;;;
2026-03-31 09:40:00;0,01;;;;;;;;;;;;;;10587,71;;;;;;;;
2026-03-31 09:45:00;0,0;;;;;;;;;;;;;;10587,71;;;;;;;;
2026-03-31 09:50:00;0,08;;;;;;;;;;;;;;10587,79;;;;;;;;
2026-03-31 09:55:00;0,34;;;;;;;;;;;;;;10588,13;;;;;;;;
2026-03-31 10:00:00;0,33;;;;;;;;;;;;;;10588,46;;;;;;;;
2026-03-31 10:05:00;0,38;;;;;;;;;;;;;;10588,84;;;;;;;;
2026-03-31 10:10:00;0,33;;;;;;;;;;;;;;10589,17;;;;;;;;
2026-03-31 10:15:00;0,47;;;;;;;;;;;;;;10589,64;;;;;;;;
2026-03-31 10:20:00;0,49;;;;;;;;;;;;;;10590,13;;;;;;;;
2026-03-31 10:25:00;0,39;;;;;;;;;;;;;;10590,52;;;;;;;;
2026-03-31 10:30:00;0,32;;;;;;;;;;;;;;10590,84;;;;;;;;
2026-03-31 10:35:00;0,16;;;;;;;;;;;;;;10591,0;;;;;;;;
2026-03-31 10:40:00;0,23;;;;;;;;;;;;;;10591,23;;;;;;;;
2026-03-31 10:45:00;0,18;;;;;;;;;;;;;;10591,41;;;;;;;;
2026-03-31 10:50:00;0,26;;;;;;;;;;;;;;10591,67;;;;;;;;
2026-03-31 10:55:00;0,27;;;;;;;;;;;;;;10591,94;;;;;;;;
2026-03-31 11:00:00;0,24;;;;;;;;;;;;;;10592,18;;;;;;;;
2026-03-31 11:05:00;0,24;;;;;;;;;;;;;;10592,42;;;;;;;;
2026-03-31 11:10:00;0,25;;;;;;;;;;;;;;10592,67;;;;;;;;
2026-03-31 11:15:00;0,14;;;;;;;;;;;;;;10592,81;;;;;;;;
2026-03-31 11:20:00;0,12;;;;;;;;;;;;;;10592,93;;;;;;;;
2026-03-31 11:25:00;0,12;;;;;;;;;;;;;;10593,05;;;;;;;;
2026-03-31 11:30:00;0,12;;;;;;;;;;;;;;10593,17;;;;;;;;
2026-03-31 11:35:00;0,12;;;;;;;;;;;;;;10593,29;;;;;;;;
2026-03-31 11:40:00;0,1;;;;;;;;;;;;;;10593,39;;;;;;;;
2026-03-31 11:45:00;0,11;;;;;;;;;;;;;;10593,5;;;;;;;;
2026-03-31 11:50:00;0,1;;;;;;;;;;;;;;10593,6;;;;;;;;
2026-03-31 11:55:00;0,02;;;;;;;;;;;;;;10593,62;;;;;;;;
2026-03-31 12:00:00;0,0;;;;;;;;;;;;;;10593,62;;;;;;;;
2026-03-31 12:05:00;0,01;;;;;;;;;;;;;;10593,63;;;;;;;;
2026-03-31 12:10:00;0,06;;;;;;;;;;;;;;10593,69;;;;;;;;
2026-03-31 12:15:00;0,15;;;;;;;;;;;;;;10593,84;;;;;;;;
2026-03-31 12:20:00;0,1;;;;;;;;;;;;;;10593,94;;;;;;;;
2026-03-31 12:25:00;0,0;;;;;;;;;;;;;;10593,94;;;;;;;;
2026-03-31 12:30:00;0,0;;;;;;;;;;;;;;10593,94;;;;;;;;
2026-03-31 12:35:00;0,0;;;;;;;;;;;;;;10593,94;;;;;;;;
2026-03-31 12:40:00;0,01;;;;;;;;;;;;;;10593,95;;;;;;;;
2026-03-31 12:45:00;0,0;;;;;;;;;;;;;;10593,95;;;;;;;;
2026-03-31 12:50:00;0,0;;;;;;;;;;;;;;10593,95;;;;;;;;
2026-03-31 12:55:00;0,0;;;;;;;;;;;;;;10593,95;;;;;;;;
2026-03-31 13:00:00;0,0;;;;;;;;;;;;;;10593,95;;;;;;;;
2026-03-31 13:05:00;0,0;;;;;;;;;;;;;;10593,95;;;;;;;;
2026-03-31 13:10:00;0,0;;;;;;;;;;;;;;10593,95;;;;;;;;
2026-03-31 13:15:00;0,0;;;;;;;;;;;;;;10593,95;;;;;;;;
2026-03-31 13:20:00;0,0;;;;;;;;;;;;;;10593,95;;;;;;;;
2026-03-31 13:25:00;0,01;;;;;;;;;;;;;;10593,96;;;;;;;;
2026-03-31 13:30:00;0,0;;;;;;;;;;;;;;10593,96;;;;;;;;
2026-03-31 13:35:00;0,0;;;;;;;;;;;;;;10593,96;;;;;;;;
2026-03-31 13:40:00;0,0;;;;;;;;;;;;;;10593,96;;;;;;;;
2026-03-31 13:45:00;0,0;;;;;;;;;;;;;;10593,96;;;;;;;;
2026-03-31 13:50:00;0,0;;;;;;;;;;;;;;10593,96;;;;;;;;
2026-03-31 13:55:00;0,0;;;;;;;;;;;;;;10593,96;;;;;;;;
2026-03-31 14:00:00;0,0;;;;;;;;;;;;;;10593,96;;;;;;;;
2026-03-31 14:10:00;0,01;;;;;;;;;;;;;;10593,97;;;;;;;;
2026-03-31 14:15:00;0,0;;;;;;;;;;;;;;10593,97;;;;;;;;
2026-03-31 14:20:00;0,0;;;;;;;;;;;;;;10593,97;;;;;;;;
2026-03-31 14:25:00;0,0;;;;;;;;;;;;;;10593,97;;;;;;;;
2026-03-31 14:30:00;0,0;;;;;;;;;;;;;;10593,97;;;;;;;;
2026-03-31 14:35:00;0,01;;;;;;;;;;;;;;10593,98;;;;;;;;
2026-03-31 14:40:00;0,0;;;;;;;;;;;;;;10593,98;;;;;;;;
2026-03-31 14:45:00;0,01;;;;;;;;;;;;;;10593,99;;;;;;;;
2026-03-31 14:50:00;0,0;;;;;;;;;;;;;;10593,99;;;;;;;;
2026-03-31 14:55:00;0,0;;;;;;;;;;;;;;10593,99;;;;;;;;
2026-03-31 15:00:00;0,01;;;;;;;;;;;;;;10594,0;;;;;;;;
2026-03-31 15:05:00;0,0;;;;;;;;;;;;;;10594,0;;;;;;;;
2026-03-31 15:10:00;0,0;;;;;;;;;;;;;;10594,0;;;;;;;;
2026-03-31 15:15:00;0,0;;;;;;;;;;;;;;10594,0;;;;;;;;
2026-03-31 15:20:00;0,01;;;;;;;;;;;;;;10594,01;;;;;;;;
2026-03-31 15:25:00;0,0;;;;;;;;;;;;;;10594,01;;;;;;;;
2026-03-31 15:30:00;0,0;;;;;;;;;;;;;;10594,01;;;;;;;;
2026-03-31 15:35:00;0,23;;;;;;;;;;;;;;10594,24;;;;;;;;
2026-03-31 15:40:00;0,28;;;;;;;;;;;;;;10594,52;;;;;;;;
2026-03-31 15:45:00;0,07;;;;;;;;;;;;;;10594,59;;;;;;;;
2026-03-31 15:50:00;0,06;;;;;;;;;;;;;;10594,65;;;;;;;;
2026-03-31 15:55:00;0,12;;;;;;;;;;;;;;10594,77;;;;;;;;
2026-03-31 16:00:00;0,14;;;;;;;;;;;;;;10594,91;;;;;;;;
2026-03-31 16:05:00;0,18;;;;;;;;;;;;;;10595,09;;;;;;;;
2026-03-31 16:10:00;0,12;;;;;;;;;;;;;;10595,21;;;;;;;;
2026-03-31 16:15:00;0,09;;;;;;;;;;;;;;10595,3;;;;;;;;
2026-03-31 16:20:00;0,16;;;;;;;;;;;;;;10595,46;;;;;;;;
2026-03-31 16:25:00;0,32;;;;;;;;;;;;;;10595,78;;;;;;;;
2026-03-31 16:30:00;0,3;;;;;;;;;;;;;;10596,08;;;;;;;;
2026-03-31 16:35:00;0,28;;;;;;;;;;;;;;10596,36;;;;;;;;
2026-03-31 16:40:00;0,17;;;;;;;;;;;;;;10596,53;;;;;;;;
2026-03-31 16:45:00;0,04;;;;;;;;;;;;;;10596,57;;;;;;;;
2026-03-31 16:50:00;0,0;;;;;;;;;;;;;;10596,57;;;;;;;;
2026-03-31 16:55:00;0,0;;;;;;;;;;;;;;10596,57;;;;;;;;
2026-03-31 17:01:00;0,0;;;;;;;;;;;;;;10596,57;;;;;;;;
2026-03-31 17:05:00;0,0;;;;;;;;;;;;;;10596,57;;;;;;;;
2026-03-31 17:10:00;0,0;;;;;;;;;;;;;;10596,57;;;;;;;;
2026-03-31 17:15:00;0,0;;;;;;;;;;;;;;10596,57;;;;;;;;
2026-03-31 17:21:00;0,01;;;;;;;;;;;;;;10596,58;;;;;;;;
2026-03-31 17:25:00;0,0;;;;;;;;;;;;;;10596,58;;;;;;;;
2026-03-31 17:30:00;0,0;;;;;;;;;;;;;;10596,58;;;;;;;;
2026-03-31 17:35:00;0,0;;;;;;;;;;;;;;10596,58;;;;;;;;
2026-03-31 17:40:00;0,0;;;;;;;;;;;;;;10596,58;;;;;;;;
2026-03-31 17:45:00;0,0;;;;;;;;;;;;;;10596,58;;;;;;;;
2026-03-31 17:50:00;0,0;;;;;;;;;;;;;;10596,58;;;;;;;;
2026-03-31 17:55:00;0,0;;;;;;;;;;;;;;10596,58;;;;;;;;
2026-03-31 18:00:00;0,01;;;;;;;;;;;;;;10596,59;;;;;;;;
2026-03-31 18:05:00;0,0;;;;;;;;;;;;;;10596,59;;;;;;;;
2026-03-31 18:10:00;0,0;;;;;;;;;;;;;;10596,59;;;;;;;;
2026-03-31 18:15:00;0,13;;;;;;;;;;;;;;10596,72;;;;;;;;
2026-03-31 18:20:00;0,04;;;;;;;;;;;;;;10596,76;;;;;;;;
2026-03-31 18:25:00;0,01;;;;;;;;;;;;;;10596,77;;;;;;;;
2026-03-31 18:30:00;0,08;;;;;;;;;;;;;;10596,85;;;;;;;;
2026-03-31 18:35:00;0,19;;;;;;;;;;;;;;10597,04;;;;;;;;
2026-03-31 18:40:00;0,21;;;;;;;;;;;;;;10597,25;;;;;;;;
2026-03-31 18:45:00;0,19;;;;;;;;;;;;;;10597,44;;;;;;;;
2026-03-31 18:50:00;0,2;;;;;;;;;;;;;;10597,64;;;;;;;;
2026-03-31 18:55:00;0,07;;;;;;;;;;;;;;10597,71;;;;;;;;
2026-03-31 19:00:00;0,06;;;;;;;;;;;;;;10597,77;;;;;;;;
2026-03-31 19:05:00;0,03;;;;;;;;;;;;;;10597,8;;;;;;;;
2026-03-31 19:10:00;0,02;;;;;;;;;;;;;;10597,82;;;;;;;;
2026-03-31 19:15:00;0,02;;;;;;;;;;;;;;10597,84;;;;;;;;
2026-03-31 19:20:00;0,04;;;;;;;;;;;;;;10597,88;;;;;;;;
2026-03-31 19:25:00;0,04;;;;;;;;;;;;;;10597,92;;;;;;;;
2026-03-31 19:30:00;0,03;;;;;;;;;;;;;;10597,95;;;;;;;;
2026-03-31 19:35:00;0,02;;;;;;;;;;;;;;10597,97;;;;;;;;
2026-03-31 19:40:00;0,02;;;;;;;;;;;;;;10597,99;;;;;;;;
2026-03-31 19:45:00;0,04;;;;;;;;;;;;;;10598,03;;;;;;;;
2026-03-31 19:50:00;0,04;;;;;;;;;;;;;;10598,07;;;;;;;;
2026-03-31 19:55:00;0,02;;;;;;;;;;;;;;10598,09;;;;;;;;
2026-03-31 20:00:00;0,03;;;;;;;;;;;;;;10598,12;;;;;;;;
2026-03-31 20:05:00;0,02;;;;;;;;;;;;;;10598,14;;;;;;;;
2026-03-31 20:10:00;0,02;;;;;;;;;;;;;;10598,16;;;;;;;;
2026-03-31 20:15:00;0,03;;;;;;;;;;;;;;10598,19;;;;;;;;
2026-03-31 20:20:00;0,02;;;;;;;;;;;;;;10598,21;;;;;;;;
2026-03-31 20:25:00;0,03;;;;;;;;;;;;;;10598,24;;;;;;;;
2026-03-31 20:30:00;0,04;;;;;;;;;;;;;;10598,28;;;;;;;;
2026-03-31 20:35:00;0,03;;;;;;;;;;;;;;10598,31;;;;;;;;
2026-03-31 20:40:00;0,04;;;;;;;;;;;;;;10598,35;;;;;;;;
2026-03-31 20:45:00;0,05;;;;;;;;;;;;;;10598,4;;;;;;;;
2026-03-31 20:50:00;0,05;;;;;;;;;;;;;;10598,45;;;;;;;;
2026-03-31 20:55:00;0,04;;;;;;;;;;;;;;10598,49;;;;;;;;
2026-03-31 21:00:00;0,04;;;;;;;;;;;;;;10598,53;;;;;;;;
2026-03-31 21:05:00;0,04;;;;;;;;;;;;;;10598,57;;;;;;;;
2026-03-31 21:10:00;0,05;;;;;;;;;;;;;;10598,62;;;;;;;;
2026-03-31 21:15:00;0,05;;;;;;;;;;;;;;10598,67;;;;;;;;
2026-03-31 21:20:00;0,05;;;;;;;;;;;;;;10598,72;;;;;;;;
2026-03-31 21:25:00;0,05;;;;;;;;;;;;;;10598,77;;;;;;;;
2026-03-31 21:30:00;0,05;;;;;;;;;;;;;;10598,82;;;;;;;;
2026-03-31 21:35:00;0,04;;;;;;;;;;;;;;10598,86;;;;;;;;
2026-03-31 21:40:00;0,05;;;;;;;;;;;;;;10598,91;;;;;;;;
2026-03-31 21:45:00;0,05;;;;;;;;;;;;;;10598,96;;;;;;;;
2026-03-31 21:50:00;0,05;;;;;;;;;;;;;;10599,01;;;;;;;;
2026-03-31 21:55:00;0,04;;;;;;;;;;;;;;10599,05;;;;;;;;
2026-03-31 22:00:00;0,08;;;;;;;;;;;;;;10599,13;;;;;;;;
2026-03-31 22:05:00;0,06;;;;;;;;;;;;;;10599,19;;;;;;;;
2026-03-31 22:10:00;0,07;;;;;;;;;;;;;;10599,26;;;;;;;;
2026-03-31 22:15:00;0,06;;;;;;;;;;;;;;10599,32;;;;;;;;
2026-03-31 22:20:00;0,07;;;;;;;;;;;;;;10599,39;;;;;;;;
2026-03-31 22:25:00;0,07;;;;;;;;;;;;;;10599,46;;;;;;;;
2026-03-31 22:30:00;0,21;;;;;;;;;;;;;;10599,67;;;;;;;;
2026-03-31 22:35:00;0,16;;;;;;;;;;;;;;10599,83;;;;;;;;
2026-03-31 22:40:00;0,02;;;;;;;;;;;;;;10599,85;;;;;;;;
2026-03-31 22:45:00;0,04;;;;;;;;;;;;;;10599,89;;;;;;;;
2026-03-31 22:50:00;0,03;;;;;;;;;;;;;;10599,92;;;;;;;;
2026-03-31 22:55:00;0,03;;;;;;;;;;;;;;10599,95;;;;;;;;
2026-03-31 23:00:00;0,02;;;;;;;;;;;;;;10599,97;;;;;;;;
2026-03-31 23:05:00;0,01;;;;;;;;;;;;;;10599,98;;;;;;;;
2026-03-31 23:10:00;0,01;;;;;;;;;;;;;;10599,99;;;;;;;;
2026-03-31 23:15:00;0,0;;;;;;;;;;;;;;10599,99;;;;;;;;
2026-03-31 23:20:00;0,0;;;;;;;;;;;;;;10599,99;;;;;;;;
2026-03-31 23:25:00;0,01;;;;;;;;;;;;;;10600,0;;;;;;;;
2026-03-31 23:30:00;0,01;;;;;;;;;;;;;;10600,01;;;;;;;;
2026-03-31 23:35:00;0,01;;;;;;;;;;;;;;10600,02;;;;;;;;
2026-03-31 23:40:00;0,02;;;;;;;;;;;;;;10600,04;;;;;;;;
2026-03-31 23:45:00;0,0;;;;;;;;;;;;;;10600,04;;;;;;;;
2026-03-31 23:50:00;0,01;;;;;;;;;;;;;;10600,05;;;;;;;;
2026-03-31 23:55:00;0,01;;;;;;;;;;;;;;10600,06;;;;;;;;
2026-04-01 00:00:00;0,0;;;;;;;;;;;;;;10600,06;;;;;;;;
2026-04-01 00:05:00;0,01;;;;;;;;;;;;;;10600,07;;;;;;;;
2026-04-01 00:10:00;0,0;;;;;;;;;;;;;;10600,07;;;;;;;;
2026-04-01 00:15:00;0,02;;;;;;;;;;;;;;10600,09;;;;;;;;
2026-04-01 00:20:00;0,02;;;;;;;;;;;;;;10600,11;;;;;;;;
2026-04-01 00:25:00;0,02;;;;;;;;;;;;;;10600,13;;;;;;;;
2026-04-01 00:30:00;0,02;;;;;;;;;;;;;;10600,15;;;;;;;;
2026-04-01 00:35:00;0,02;;;;;;;;;;;;;;10600,17;;;;;;;;
2026-04-01 00:40:00;0,02;;;;;;;;;;;;;;10600,19;;;;;;;;
2026-04-01 00:45:00;0,02;;;;;;;;;;;;;;10600,21;;;;;;;;
2026-04-01 00:50:00;0,03;;;;;;;;;;;;;;10600,24;;;;;;;;
2026-04-01 00:55:00;0,03;;;;;;;;;;;;;;10600,27;;;;;;;;
2026-04-01 01:00:00;0,03;;;;;;;;;;;;;;10600,3;;;;;;;;
2026-04-01 01:05:00;0,03;;;;;;;;;;;;;;10600,33;;;;;;;;
2026-04-01 01:10:00;0,03;;;;;;;;;;;;;;10600,36;;;;;;;;
2026-04-01 01:15:00;0,03;;;;;;;;;;;;;;10600,39;;;;;;;;
2026-04-01 01:20:00;0,03;;;;;;;;;;;;;;10600,42;;;;;;;;
2026-04-01 01:25:00;0,02;;;;;;;;;;;;;;10600,44;;;;;;;;
2026-04-01 01:30:00;0,02;;;;;;;;;;;;;;10600,46;;;;;;;;
2026-04-01 01:35:00;0,02;;;;;;;;;;;;;;10600,48;;;;;;;;
2026-04-01 01:40:00;0,02;;;;;;;;;;;;;;10600,5;;;;;;;;
2026-04-01 01:45:00;0,02;;;;;;;;;;;;;;10600,52;;;;;;;;
2026-04-01 01:50:00;0,03;;;;;;;;;;;;;;10600,55;;;;;;;;
2026-04-01 01:55:00;0,03;;;;;;;;;;;;;;10600,58;;;;;;;;
2026-04-01 02:00:00;0,04;;;;;;;;;;;;;;10600,62;;;;;;;;
2026-04-01 02:05:00;0,03;;;;;;;;;;;;;;10600,65;;;;;;;;
2026-04-01 02:10:00;0,02;;;;;;;;;;;;;;10600,67;;;;;;;;
2026-04-01 02:15:00;0,02;;;;;;;;;;;;;;10600,69;;;;;;;;
2026-04-01 02:20:00;0,01;;;;;;;;;;;;;;10600,7;;;;;;;;
2026-04-01 02:25:00;0,03;;;;;;;;;;;;;;10600,73;;;;;;;;
2026-04-01 02:30:00;0,02;;;;;;;;;;;;;;10600,75;;;;;;;;
2026-04-01 02:35:00;0,01;;;;;;;;;;;;;;10600,76;;;;;;;;
2026-04-01 02:40:00;0,03;;;;;;;;;;;;;;10600,79;;;;;;;;
2026-04-01 02:45:00;0,02;;;;;;;;;;;;;;10600,81;;;;;;;;
2026-04-01 02:50:00;0,01;;;;;;;;;;;;;;10600,82;;;;;;;;
2026-04-01 02:55:00;0,01;;;;;;;;;;;;;;10600,83;;;;;;;;
2026-04-01 03:00:00;0,01;;;;;;;;;;;;;;10600,84;;;;;;;;
2026-04-01 03:05:00;0,01;;;;;;;;;;;;;;10600,85;;;;;;;;
2026-04-01 03:10:00;0,01;;;;;;;;;;;;;;10600,86;;;;;;;;
2026-04-01 03:15:00;0,02;;;;;;;;;;;;;;10600,88;;;;;;;;
2026-04-01 03:20:00;0,01;;;;;;;;;;;;;;10600,89;;;;;;;;
2026-04-01 03:25:00;0,02;;;;;;;;;;;;;;10600,91;;;;;;;;
2026-04-01 03:30:00;0,03;;;;;;;;;;;;;;10600,94;;;;;;;;
2026-04-01 03:35:00;0,01;;;;;;;;;;;;;;10600,95;;;;;;;;
2026-04-01 03:40:00;0,01;;;;;;;;;;;;;;10600,96;;;;;;;;
2026-04-01 03:45:00;0,01;;;;;;;;;;;;;;10600,97;;;;;;;;
2026-04-01 03:50:00;0,01;;;;;;;;;;;;;;10600,98;;;;;;;;
2026-04-01 03:55:00;0,01;;;;;;;;;;;;;;10600,99;;;;;;;;
2026-04-01 04:00:00;0,01;;;;;;;;;;;;;;10601,0;;;;;;;;
2026-04-01 04:05:00;0,01;;;;;;;;;;;;;;10601,01;;;;;;;;
2026-04-01 04:10:00;0,02;;;;;;;;;;;;;;10601,03;;;;;;;;
2026-04-01 04:15:00;0,01;;;;;;;;;;;;;;10601,04;;;;;;;;
2026-04-01 04:20:00;0,03;;;;;;;;;;;;;;10601,07;;;;;;;;
2026-04-01 04:25:00;0,02;;;;;;;;;;;;;;10601,09;;;;;;;;
2026-04-01 04:30:00;0,01;;;;;;;;;;;;;;10601,1;;;;;;;;
2026-04-01 04:35:00;0,01;;;;;;;;;;;;;;10601,11;;;;;;;;
2026-04-01 04:40:00;0,01;;;;;;;;;;;;;;10601,12;;;;;;;;
2026-04-01 04:45:00;0,01;;;;;;;;;;;;;;10601,13;;;;;;;;
2026-04-01 04:50:00;0,01;;;;;;;;;;;;;;10601,14;;;;;;;;
2026-04-01 04:55:00;0,02;;;;;;;;;;;;;;10601,16;;;;;;;;
2026-04-01 05:00:00;0,02;;;;;;;;;;;;;;10601,18;;;;;;;;
2026-04-01 05:05:00;0,02;;;;;;;;;;;;;;10601,2;;;;;;;;
2026-04-01 05:10:00;0,15;;;;;;;;;;;;;;10601,35;;;;;;;;
2026-04-01 05:15:00;0,3;;;;;;;;;;;;;;10601,65;;;;;;;;
2026-04-01 05:20:00;0,02;;;;;;;;;;;;;;10601,67;;;;;;;;
2026-04-01 05:25:00;0,01;;;;;;;;;;;;;;10601,68;;;;;;;;
2026-04-01 05:30:00;0,01;;;;;;;;;;;;;;10601,69;;;;;;;;
2026-04-01 05:35:00;0,02;;;;;;;;;;;;;;10601,71;;;;;;;;
2026-04-01 05:40:00;0,01;;;;;;;;;;;;;;10601,72;;;;;;;;
2026-04-01 05:45:00;0,03;;;;;;;;;;;;;;10601,75;;;;;;;;
2026-04-01 05:50:00;0,02;;;;;;;;;;;;;;10601,77;;;;;;;;
2026-04-01 05:55:00;0,01;;;;;;;;;;;;;;10601,78;;;;;;;;
2026-04-01 06:00:00;0,01;;;;;;;;;;;;;;10601,79;;;;;;;;
2026-04-01 06:05:00;0,02;;;;;;;;;;;;;;10601,81;;;;;;;;
2026-04-01 06:10:00;0,02;;;;;;;;;;;;;;10601,83;;;;;;;;
2026-04-01 06:15:00;0,01;;;;;;;;;;;;;;10601,84;;;;;;;;
2026-04-01 06:20:00;0,02;;;;;;;;;;;;;;10601,86;;;;;;;;
2026-04-01 06:25:00;0,01;;;;;;;;;;;;;;10601,87;;;;;;;;
2026-04-01 06:30:00;0,02;;;;;;;;;;;;;;10601,89;;;;;;;;
2026-04-01 06:35:00;0,01;;;;;;;;;;;;;;10601,9;;;;;;;;
2026-04-01 06:40:00;0,01;;;;;;;;;;;;;;10601,91;;;;;;;;
2026-04-01 06:45:00;0,01;;;;;;;;;;;;;;10601,92;;;;;;;;
2026-04-01 06:50:00;0,0;;;;;;;;;;;;;;10601,92;;;;;;;;
2026-04-01 06:55:00;0,0;;;;;;;;;;;;;;10601,92;;;;;;;;
2026-04-01 07:00:00;0,0;;;;;;;;;;;;;;10601,92;;;;;;;;
2026-04-01 07:05:00;0,0;;;;;;;;;;;;;;10601,92;;;;;;;;
2026-04-01 07:10:00;0,0;;;;;;;;;;;;;;10601,92;;;;;;;;
2026-04-01 07:15:00;0,01;;;;;;;;;;;;;;10601,93;;;;;;;;
2026-04-01 07:20:00;0,0;;;;;;;;;;;;;;10601,93;;;;;;;;
2026-04-01 07:25:00;0,04;;;;;;;;;;;;;;10601,97;;;;;;;;
2026-04-01 07:30:00;0,02;;;;;;;;;;;;;;10601,99;;;;;;;;
2026-04-01 07:35:00;0,02;;;;;;;;;;;;;;10602,01;;;;;;;;
